Id,Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class,log_duration_in min/ms,log_acousticness
11544,Refused,Born On The Outs,44.0,0.615,0.821,9.0,-6.422,0,0.0647,0.00918,0.0193,0.219,0.391,125.039,214760.0,4,1,12.277281060886253,0.009138119911024655
11545,Bruce Dickinson,Tears of the Dragon - 2001 Remastered Version,61.0,0.496,0.62,4.0,-7.458,0,0.0265,0.00386,1.47e-06,0.114,0.279,140.06,384013.0,4,8,12.858434289238609,0.0038525693154899798
11546,Armlock,Turf War,27.0,0.694,0.379,2.0,-14.014,1,0.0301,0.835,0.869,0.111,0.346,79.981,200020.0,4,6,12.20617764001806,0.6070444815065336
11547,L7,Pretend We're Dead,60.0,0.569,0.789,4.0,-8.559,1,0.0309,5.62e-06,0.642,0.0811,0.911,115.152,235093.0,4,10,12.367740713147622,5.619984207859168e-06
11548,DMX,How's It Goin' Down,60.0,0.9010499999999992,0.596,6.0,-9.959,1,0.451,0.482,0.000369,0.107,0.816,90.463,282907.0,4,5,12.552877035433482,0.39339252687389514
11549,Sports Team,Happy (God‚Äôs Own Country),49.0,0.464,0.919,1.0,-2.497,1,0.111,0.00315,0.000497,0.154,0.703,167.865,151588.0,4,10,11.928928190191096,0.0031450491440728635
11550,Nick Lowe,I Love The Sound Of Breaking Glass,41.0,0.699,0.622,7.0,-10.74,1,0.0332,0.107,0.794,0.112,0.936,107.656,194920.0,4,1,12.180349627254154,0.10165365372649983
11551,Rooftops,Raft Easily,30.0,0.291,0.846,4.0,-8.196,1,0.0485,0.0531,0.792,0.239,0.593,77.952,217360.0,4,10,12.289314844752141,0.05173819540441444
11552,Nitin Sawhney,The Namesake Reprise,27.0,0.524,0.224,2.0,-11.612,1,0.0327,0.896,0.686,0.0937,0.148,130.093,304080.0,4,6,12.625049392265984,0.6397464038328301
11553,"Harald Lassen, Bram de Looze",How it feels pt. 2,34.0,0.462,0.374,11.0,-12.069,0,0.0331,0.949,0.929,0.131,0.174,122.939,4.44025,3,7,1.693825015694265,0.6673164205254238
11554,Little Buster & the Soul Brothers,Engines And Wings,8.0,0.666,0.669,4.0,-9.415,1,0.0308,0.232,0.0182,0.107,0.879,105.265,256467.0,4,2,12.45475917947496,0.20863886511132804
11555,young friend,PINCH ME,58.0,0.777,0.465,6.0,-10.55,0,0.0501,0.621,0.0457,0.0932,0.757,113.003,179363.0,4,6,12.097172539573815,0.48304324275353905
11556,Roxy Music,Love Is The Drug,61.0,0.838,0.757,2.0,-5.399,1,0.0927,0.059,0.0119,0.0271,0.602,124.65,251333.0,4,6,12.43453801083836,0.05732506661926941
11557,Old Man's Child,Seeds Of The Ancient Gods,26.0,0.158,0.976,9.0,-6.008,1,0.124,7.76e-06,0.787,0.0839,0.118,80.044,397707.0,1,8,12.893473346658539,7.759969891355763e-06
11558,Harakiri for the Sky,And Oceans Between Us,33.0,0.352,0.966,5.0,-6.302,0,0.0722,3.34e-05,0.917,0.403,0.393,155.019,537203.0,4,8,13.19413318961988,3.339944223241959e-05
11559,Saweetie,Back Seat,64.0,0.847,0.699,7.0,-5.166,1,0.0631,0.167,0.000101,0.107,0.525,105.006,183666.0,4,5,12.120879614347327,0.15443635330441893
11560,Jet,Cold Hard Bitch,62.0,0.458,0.895,2.0,-3.972,1,0.0681,0.000219,0.000394,0.106,0.357,130.327,243200.0,4,10,12.4016435409078,0.00021897602300057804
11561,Mdou Moctar,Afrique Victime - Edit,36.0,0.288,0.887,5.0,-6.447,1,0.0985,0.0299,0.0656,0.873,0.688,108.083,246632.0,4,10,12.415656680710628,0.02946171014961901
11562,Perturbator,Future Club,57.0,0.448,0.955,5.0,-2.945,0,0.0441,0.00108,0.837,0.371,0.39,99.994,289187.0,4,6,12.574832274629923,0.0010794172195641714
11563,Tiny Bradshaw,Soft,31.0,0.687,0.499,Unknown,-12.092,1,0.0395,0.664,0.772,0.0893,0.809,82.5,153573.0,4,2,11.941937814534452,0.5092243423990168
11564,Dawda Jobarteh,I Met Her By The River,35.0,0.68,0.319,6.0,-12.18,0,0.0489,0.987,0.929,0.0878,0.473,135.04,4.437116667,3,7,1.6932488959067116,0.6866259635696798
11565,Them,Gloria - Stereo Version,62.0,0.641,0.703,9.0,-10.434,1,0.0518,0.397,0.00546,0.104,0.722,129.118,156800.0,4,6,11.962732764429129,0.3343270802748248
11566,The Pale White,That Dress,50.0,0.566,0.829,Unknown,-4.714,1,0.0565,0.00492,0.00356,0.218,0.533,128.137,188088.0,4,10,12.144670534046963,0.00490793635258277
11567,TheColorGrey,Out Of My Hands (feat. Oddisee),47.0,0.553,0.611,9.0,-8.233,0,0.266,0.31,0.000112,0.0745,0.631,79.803,216453.0,4,5,12.285133332717853,0.27002713721306015
11568,Turntboi95,Prague,31.0,0.588,0.856,10.0,-11.107,0,0.287,0.0323,7.21e-06,0.415,0.241,107.005,161495.0,4,6,11.992235653536264,0.03178932248940734
11569,Tokky Horror,Simulate Me,16.0,0.361,0.578,10.0,-17.363,0,0.0449,0.00175,0.854,0.115,0.668,180.028,209831.0,4,10,12.254062489528836,0.0017484705341168846
11570,my bloody valentine,only shallow,59.0,0.158,0.641,Unknown,-10.435,1,0.0422,0.000243,0.837,0.108,0.352,170.207,256573.0,4,6,12.455172401010461,0.00024297048028209747
11571,Ehud Banai,◊ì◊ï◊ì ◊ï◊©◊ê◊ï◊ú,29.0,0.598,0.589,4.0,-13.802,0,0.0286,0.131,0.0124,0.156,0.665,130.703,258933.0,4,10,12.464328481953121,0.1231021971339834
11572,Eden Ben Zaken,◊õ◊©◊™◊ë◊ï◊ê,34.0,0.338,0.509,6.0,-6.736,0,0.0337,0.322,1.3e-06,0.0726,0.297,92.35,176933.0,3,9,12.083532060662494,0.27914574142949455
11573,The OBGMs,Outsah,32.0,0.46,0.949,7.0,-5.59,1,0.084,0.00141,0.304,0.234,0.214,146.051,113752.0,4,1,11.641784710091793,0.0014090068834199778
11574,Yuval Dayan,◊ì◊û◊¢◊ï◊™ ◊©◊ß◊ï◊§◊ï◊™,31.0,0.513,0.775,9.0,-7.744,0,0.189,0.38,0.000441,0.0901,0.496,85.057,212847.0,1,9,12.268333574923687,0.3220834991691133
11575,Steep Canyon Rangers,Honey on My Tongue,47.0,0.409,0.566,Unknown,-6.234,1,0.0347,0.582,3.51e-06,0.11,0.423,181.783,203347.0,4,1,12.2226740760276,0.4586898693454621
11576,DJ Mesh,◊ô◊î◊ô◊î ◊û◊î ◊©◊ô◊î◊ô◊î,27.0,0.682,0.743,7.0,-5.135,1,0.334,0.0865,0.000101,0.3,0.793,81.946,205601.0,4,5,12.233697540142293,0.08296152071434727
11577,GFOTY,PAPER BOYFRIEND,34.0,0.9010499999999992,0.706,9.0,-9.951,1,0.371,0.0137,0.488,0.0407,0.84,119.966,123571.0,4,6,11.724579261125468,0.013607003406216902
11578,The Jesus and Mary Chain,Head On,49.0,0.561,0.871,Unknown,-5.48,1,0.0314,0.000179,0.237,0.0925,0.517,138.978,251480.0,4,10,12.435122718948453,0.00017898398141152306
11579,Pink Floyd,Comfortably Numb,73.0,0.472,0.366,11.0,-12.595,0,0.0286,0.15,0.308,0.0837,0.171,127.167,382297.0,4,10,12.853955688177228,0.1397619423751587
11580,God Is An Astronaut,Epitaph,32.0,0.218,0.196,1.0,-15.586,0,0.0333,0.586,0.853,0.0991,0.0858,170.196,473600.0,4,8,13.06812047403619,0.46121512321265623
11581,Linkin Park,BURN IT DOWN,74.0,0.585,0.972,9.0,-4.45,0,0.0534,0.0143,0.001565,0.0707,0.585,110.006,230253.0,4,10,12.346938326387935,0.014198719399812949
11582,Voyager,Entropy,28.0,0.563,0.951,2.0,-4.777,0,0.0616,0.00733,0.0214,0.136,0.321,115.931,282824.0,4,10,12.552583610794667,0.00730326611012001
11583,Scott Hamilton,Good Morning Heartache,45.0,0.526,0.17,9.0,-13.089,0,0.0411,0.823,0.777,0.114,0.18,117.414,5.368883333,4,7,1.8514241532751508,0.6004834956965259
11584,Mukesh,Kisi Ki Muskurahaton Se,36.0,0.394,0.303,Unknown,-13.401,0,0.0486,0.75,2.04e-05,0.0656,0.837,193.7541,4.488883333,4,3,1.7027248346506676,0.5596157879354227
11585,Queen Pen,Party Ain't A Party,49.0,0.744,0.803,7.0,-6.445,1,0.202,0.0259,0.000101,0.555,0.574,94.088,250200.0,4,5,12.430019873809519,0.02557027611153001
11586,Asha Bhosle,Tora Man Bada Papi,3.0,0.37,0.601,7.0,-10.958,1,0.141,0.93,0.000982,0.306,0.487,85.953,4.683783333,4,3,1.7376170907539177,0.6575200029167941
11587,Testament,Nobody's Fault,34.0,0.349,0.816,6.0,-10.043,1,0.0402,0.000162,0.0312,0.118,0.512,106.247,235507.0,4,8,12.36950016213764,0.00016198687941700385
11588,Hand Habits,4th of july,32.0,0.598,0.295,10.0,-10.894,1,0.0251,0.448,9.67e-05,0.112,0.3,100.905,176268.0,4,6,12.079766516282799,0.3701832939635247
11589,Evanescence,Better Without You,52.0,0.516,0.95,9.0,-3.857,0,0.127,0.000356,0.295,0.0828,0.321,151.989,245517.0,4,10,12.411125543284552,0.0003559366470353243
11590,311,All Mixed Up,62.0,0.76,0.702,10.0,-9.404,0,0.0716,0.0104,0.001565,0.38,0.659,92.324,179600.0,4,10,12.098493002763465,0.010346292054144302
11591,CADE,Who Set Us On Fire,44.0,0.59,0.629,6.0,-6.014,0,0.0619,0.228,0.001565,0.909,0.406,157.928,193033.0,4,10,12.170621618174758,0.20538682972495073
11592,Alvin Youngblood Hart,Motivational Speaker,40.0,0.608,0.849,2.0,-6.66,1,0.0389,0.00371,0.0259,0.112,0.644,101.517,235720.0,4,2,12.370404181264249,0.003703134924381194
11593,Porno for Pyros,Tahitian Moon,49.0,0.374,0.716,7.0,-8.656,1,0.034,0.000285,0.00111,0.195,0.35,136.757,227160.0,4,10,12.333414296165163,0.00028495939521472596
11594,A Day To Remember,Last Chance To Dance (Bad Friend),66.0,0.308,0.916,4.0,-4.13,0,0.0875,2.02e-05,0.0254,0.322,0.68,122.231,185733.0,4,8,12.132070821588686,2.0199795982747428e-05
11595,Britney Spears,Blur,41.0,0.601,0.717,7.0,-5.458,1,0.0259,0.0155,0.000164,0.114,0.658,138.042,3.13155,4,9,1.4186526392279508,0.015381102038302324
11596,Hemant Kumar,Hai Apna Dil To Aawara - Happy Version,36.0,0.604,0.469,6.0,-10.606,1,0.0571,0.572,0.000994,0.59,0.934,110.447,4.363783333,4,3,1.679669571799743,0.4523486940070148
11597,Yuval Dayan,◊ú◊ô◊ú◊ï◊™◊ô◊ô,43.0,0.602,0.329,11.0,-7.788,1,0.0285,0.81,7.46e-05,0.126,0.135,111.986,246579.0,4,9,12.415441763422544,0.5933268452777344
11598,Hinds,Riding Solo,37.0,0.399,0.91,2.0,-5.285,1,0.0482,0.000125,0.204,0.196,0.537,175.978,216987.0,4,10,12.28759733145435,0.00012499218815098065
11599,Berry Sakharof,◊õ◊õ◊î ◊ñ◊î (◊ú◊ê◊î◊ï◊ë ◊ê◊ï◊™◊ö),44.0,0.474,0.885,2.0,-7.999,1,0.0769,0.0174,0.00178,0.128,0.438,160.06,253840.0,4,10,12.444463365738759,0.01725035340652759
11600,Shalom Hanoch,◊ê◊ú ◊™◊ß◊®◊ê ◊ú◊ô ◊¢◊ù,23.0,0.536,0.62,9.0,-7.859,1,0.0268,0.672,1.51e-06,0.088,0.644,112.406,246733.0,4,10,12.416066112234873,0.5140205146625099
11601,The Roots,You Got Me,66.0,0.729,0.442,11.0,-8.106,0,0.285,0.151,0.000101,0.189,0.757,81.029,259307.0,4,5,12.465771823345474,0.1406311297397456
11602,Chris Stapleton,You Should Probably Leave,75.0,0.602,0.477,9.0,-8.425,1,0.032,0.268,3.1e-05,0.173,0.552,183.89,3.558216667,4,4,1.5169314652356187,0.2374408560150342
11603,Michael Burks,What Can A Man Do?,11.0,0.563,0.26,9.0,-10.837,1,0.0458,0.633,0.0048,0.0888,0.115,116.912,316533.0,3,2,12.665185939757226,0.49041881398832804
11604,EKKSTACY,Uncomparable,56.0,0.865,0.226,3.0,-14.259,0,0.0925,0.749,0.000917,0.0656,0.675,113.979,105487.0,4,5,11.56635248135308,0.5590441960364649
11605,Adeline,9,40.0,0.592,0.583,Unknown,-7.397,1,0.111,0.189,0.00103,0.132,0.475,148.401,271054.0,4,1,12.510077031299382,0.17311261770864478
11606,Reese Quartet,Lost and Found,55.0,0.488,0.153,5.0,-17.966,1,0.033,0.918,0.384,0.141,0.155,143.907,3.441083333,4,7,1.4908983406013772,0.6512829764612464
11607,Efrat Gosh,◊ê◊î ◊ê◊î ◊ê◊î,35.0,0.733,0.846,5.0,-4.866,1,0.0601,0.0269,1.64e-06,0.147,0.576,104.926,202600.0,4,9,12.218993806618695,0.026544555222112284
11608,Elton John,Tiny Dancer,79.0,0.414,0.428,Unknown,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,377093.0,4,10,12.840249772220902,0.3235317253454782
11609,Jimbo J,◊ó◊™◊ï◊ú◊ô◊ù,53.0,0.665,0.583,9.0,-7.271,0,0.043,0.272,2.82e-05,0.311,0.365,105.004,218370.0,4,5,12.293950730153544,0.24059046491793043
11610,Gary Moore,Empty Rooms,53.0,0.532,0.476,2.0,-9.707,0,0.0251,0.204,0.001565,0.132,0.319,98.18,4.29066667,4,10,1.6659442625044476,0.1856493468866293
11611,The Strokes,The End Has No End,55.0,0.531,0.66,1.0,-3.725,1,0.0335,0.000833,0.855,0.226,0.533,136.027,185560.0,4,6,12.131138947943636,0.0008326532480495553
11612,Jay Portal,Turbulence,44.0,0.621,0.804,Unknown,-6.304,1,0.0296,0.289,0.000101,0.126,0.5,159.017,110204.0,4,5,11.610097546722487,0.25386672395705034
11613,Amy Allen,Difficult,43.0,0.768,0.523,2.0,-5.088,1,0.0374,0.343,7.56e-05,0.1,0.538,115.934,200320.0,4,9,12.20767635889419,0.29490591754110057
11614,Lata Mangeshkar,Piya Bina Piya Bina,17.0,0.444,0.399,8.0,-7.673,1,0.0292,0.968,0.00664,0.195,0.521,105.647,4.19955,4,3,1.6485720833811746,0.6770177986300616
11615,Joan Baez,Take Me Back To The Sweet Sunny South - Live At The Woodstock Music & Art Fair / 1969,23.0,0.411,0.381,7.0,-13.908,1,0.0329,0.777,0.001565,0.676,0.384,88.015,164900.0,4,10,12.013100572810686,0.5749265491725143
11616,Sister,Scream for Pleasure,32.0,0.438,0.964,8.0,-4.634,1,0.0715,1.59e-05,0.181,0.0307,0.664,169.957,232431.0,4,10,12.356352988112665,1.5899873596339878e-05
11617,Tesla,Love Song,53.0,0.355,0.379,7.0,-8.172,1,0.0361,0.396,0.0393,0.15,0.329,164.989,321267.0,4,10,12.680030944750285,0.3336110043401807
11618,James Blake,Before,54.0,0.699,0.464,5.0,-8.933,0,0.0744,0.39,0.171,0.315,0.283,110.986,287871.0,4,6,12.570271215878932,0.3293037471426004
11619,SAMI,Dom undrar (feat. K27 & Elias Abbas),27.0,0.659,0.527,11.0,-7.436,0,0.0469,0.427,0.0001215,0.0752,0.553,144.915,196253.0,4,9,12.187165017602547,0.3555743384946993
11620,Roisha,◊§◊ú◊ê◊©◊ô◊ù,17.0,0.701,0.415,8.0,-10.182,1,0.133,0.815,0.000101,0.157,0.471,81.464,194356.0,4,5,12.177451953125967,0.596085467716814
11621,The Yellow Diary,Marz,42.0,0.433,0.599,9.0,-7.293,1,0.0717,0.479,2.04e-06,0.12,0.338,71.798,3.70965,4,0,1.5496135952884345,0.3913661837286628
11622,Blur,Tender,62.0,0.587,0.566,9.0,-9.932,1,0.0276,0.47,0.008995,0.0644,0.529,76.054,461947.0,4,1,13.043207609616632,0.3852624007906449
11623,Blondie,Call Me,70.0,0.56,0.825,2.0,-6.711,0,0.0347,0.000785,0.00246,0.0892,0.74,142.669,212600.0,4,6,12.267172448547784,0.0007846920486506679
11624,Miguel De Molina,Trini√°,25.0,0.473,0.45,2.0,-5.673,0,0.0311,0.771,0.0001215,0.214,0.716,113.335,193160.0,4,9,12.171279317029368,0.5715443588006965
11625,Talking Heads,Girlfriend Is Better - 2005 Remaster,51.0,0.865,0.752,7.0,-6.493,1,0.0941,0.0892,0.000626,0.0401,0.966,118.649,343427.0,4,10,12.746732761687026,0.08544348181746748
11626,Robert Finley,Starting To See,29.44,0.635,0.705,5.0,-6.64,1,0.0369,0.194,0.000136,0.193,0.75,100.307,174107.0,4,2,12.067431075303686,0.17730901497041035
11627,Whookilledkenny,Gucci Umbrella,45.0,0.9010499999999992,0.54,11.0,-7.02,0,0.176,0.000261,0.000275,0.265,0.604,120.004,112981.0,4,5,11.634983792970756,0.0002609659454253671
11628,J.B. Lenoir,Alabama Blues,44.0,0.675,0.308,6.0,-8.081,1,0.0348,0.824,3.75e-05,0.0607,0.69,97.446,194373.0,4,2,12.177539417207868,0.6010318916521397
11629,Shiruetto,So Long,26.0,0.725,0.804,Unknown,-10.193,0,0.46,0.0796,0.0457,0.224,0.531,107.965,241111.0,4,6,12.393016834809572,0.07659060216171255
11630,Usha Mangeshkar,Itihas Agar Likhna Chaho Azadi Ke,10.65,0.799,0.303,3.0,-17.956,0,0.0762,0.842,2.7e-05,0.0487,0.965,102.827,2.968216667,4,3,1.3783167915105343,0.6108519378331151
11631,The Romantics,What I Like About You,66.0,0.542,0.915,9.0,-9.637,1,0.0549,0.319,5.34e-05,0.171,0.92,159.81,175400.0,4,10,12.074830060158243,0.2768738737351776
11632,Aerosmith,Shut Up And Dance,41.0,0.5,0.981,7.0,-3.463,1,0.0808,0.000791,0.000105,0.468,0.501,129.904,295493.0,4,10,12.596403811053621,0.0007906873243734165
11633,"Claus Waidtløw, Nikolaj Hess, Portraits in Jazz",Melancholia,19.0,0.364,0.101,Unknown,-18.306,0,0.035,0.977,0.631,0.116,0.049,114.628,3.838233333,3,7,1.576549640251797,0.6815805441884799
11634,Blind Lemon Jefferson,Match Box Blues (4446),36.0,0.475,0.157,10.0,-19.063,1,0.0567,0.976,0.0348,0.0776,0.519,169.224,183066.0,4,2,12.117607485036483,0.681074599325676
11635,Victor Solf,Call Your Grandma,42.0,0.872,0.438,1.0,-10.59,1,0.0356,0.515,0.521,0.0722,0.961,116.985,161267.0,4,6,11.990822856335065,0.4154154389613325
11636,Deftones,Genesis,56.0,0.18,0.861,Unknown,-3.935,0,0.0727,2.56e-05,0.425,0.644,0.101,128.165,317281.0,4,10,12.667546247314188,2.5599672325592297e-05
11637,Juice WRLD,Come & Go (with Marshmello),84.0,0.625,0.814,Unknown,-5.181,1,0.0657,0.0172,0.0001215,0.158,0.535,144.991,205485.0,4,9,12.233133184077028,0.01705375456582752
11638,salem ilese,(L)only Child,60.0,0.645,0.611,8.0,-5.925,0,0.137,0.29,2.05e-05,0.237,0.645,157.475,144468.0,3,9,11.880820230647183,0.2546422183735807
11639,"Nazia Hassan, Feroz Khan",Aap Jaisa Koi - Qurbani / Soundtrack Version,45.0,0.712,0.529,2.0,-8.46,1,0.0411,0.728,0.0528,0.371,0.962,108.363,4.151783333,4,3,1.6393429329875948,0.5469646703818639
11640,T.I.,Top Back,59.0,0.597,0.678,2.0,-5.743,1,0.3,0.0103,0.000101,0.381,0.659,160.074,282413.0,4,5,12.551129358443243,0.010247316451549523
11641,Tuna,◊ë◊°◊ô◊ë◊ï◊ë,49.0,0.633,0.81,11.0,-6.819,0,0.0486,0.0997,1.91e-06,0.12,0.665,94.009,313253.0,4,5,12.654769642030338,0.09503741533475171
11642,Shin Sakiura,Flame,15.0,0.772,0.65,1.0,-7.702,1,0.22,0.186,0.000161,0.141,0.673,106.961,204911.0,4,9,12.230335897665853,0.17058630057553373
11643,Death Valley Girls,Street Justice,25.0,0.324,0.948,9.0,-4.609,1,0.0522,8.85e-06,0.561,0.165,0.342,90.542,160587.0,4,6,11.986597357902388,8.849960838981051e-06
11644,"Lata Mangeshkar, S. P. Balasubrahmanyam",Aaja Shaam Hone Aaee,26.0,0.53,0.562,5.0,-9.393,0,0.0422,0.749,5.16e-06,0.216,0.767,90.887,5.252883333,4,3,1.8330426906468293,0.5590441960364649
11645,The Beaches,Want What You Got,46.0,0.774,0.714,Unknown,-5.009,0,0.0427,0.00388,0.000466,0.045,0.811,111.964,268053.0,4,10,12.498943731733412,0.0038724922138738955
11646,The Devil Wears Prada,Termination,56.0,0.308,0.984,1.0,-3.031,0,0.119,3.93e-05,0.00011,0.0777,0.0714,105.91,201000.0,4,8,12.211065162153215,3.929922777523222e-05
11647,Bastille,The Anchor,53.0,0.369,0.76,8.0,-3.901,0,0.0521,0.313,0.001565,0.139,0.261,131.605,204819.0,4,10,12.229886823629428,0.27231459532065916
11648,FEELS,Car,21.0,0.487,0.678,2.0,-6.908,1,0.0277,0.0814,0.23,0.168,0.869,87.241,147187.0,4,6,11.899465960214705,0.07825649796576743
11649,Itay Levi,◊ñ◊ï◊õ◊®◊™,39.0,0.506,0.583,9.0,-6.989,0,0.108,0.133,0.0001215,0.254,0.445,170.014,229037.0,4,9,12.341643207634675,0.12486898204586927
11650,Hemant Kumar,Vande Mataram - Male Vocals,4.0,0.429,0.65,5.0,-9.713,0,0.0723,0.946,0.0123,0.568,0.902,175.488,3.547783333,4,3,1.5146399346919004,0.6657759837638133
11651,Yung Raja,Mami,50.0,0.9010499999999992,0.641,10.0,-8.739,0,0.188,0.00941,1.73e-06,0.111,0.77,139.97,178286.0,4,5,12.091149890368655,0.009366001750323698
11652,"ATB, Topic, A7S",Your Love (9PM),88.0,0.669,0.784,7.0,-5.603,1,0.112,0.194,6.28e-06,0.115,0.517,125.993,2.50088333,4,9,1.2530153166528932,0.17730901497041035
11653,Tunde Jegede,El Sicuri,32.0,0.508,0.155,10.0,-22.75185,0,0.0399,0.942,0.944,0.121,0.589,125.242,2.92555,4,7,1.3675064688059813,0.6637183698691331
11654,Rising Insane,Meant to Live,41.0,0.453,0.978,4.0,-5.468,0,0.0752,2.69e-05,0.000109,0.0698,0.308,141.979,233239.0,4,8,12.359823245336091,2.689963820148824e-05
11655,MAY-A,Swing of Things,20.0,0.645,0.61,7.0,-5.4,1,0.0289,0.251,0.0001215,0.386,0.716,99.985,178573.0,4,9,12.092758360119491,0.22394323148477407
11656,Band Of Skulls,Nightmares,24.0,0.413,0.861,11.0,-6.259,0,0.0333,0.00735,0.00486,0.306,0.477,126.343,251429.0,4,6,12.434919899761061,0.007323120379781354
11657,Daniel Avery,Illusion Of Time - Teodor Wolgers Rework,35.0,0.293,0.229,8.0,-17.521,1,0.0333,0.994,0.956,0.0758,0.0952,111.949,215947.0,4,1,12.282792916942858,0.6901426715396466
11658,Death From Above 1979,Modern Guy,51.0,0.425,0.951,10.0,-7.324,0,0.088,2.44e-05,0.00526,0.413,0.394,105.106,209902.0,3,10,12.254400798226834,2.4399702324842172e-05
11659,American Football,Never Meant,59.0,0.436,0.819,Unknown,-6.71,1,0.036,0.0171,0.00882,0.117,0.405,144.26,268333.0,4,10,12.499987752201553,0.016955440649413473
11660,Itay Levi,◊ó◊™◊ï◊†◊™ ◊î◊©◊†◊î,39.0,0.775,0.91,8.0,-2.441,1,0.0566,0.0902,0.0001215,0.0962,0.564,129.973,190273.0,4,9,12.156220417570607,0.08636116564804344
11661,Les Petits Pilous,Wake Up - Original,17.0,0.815,0.729,7.0,-6.594,0,0.422,0.00909,0.0181,0.0562,0.0284,132.02,238400.0,4,1,12.381709408795407,0.009048934618611195
11662,The Used,The Taste of Ink,67.0,0.541,0.904,7.0,-3.001,1,0.0435,0.00143,0.001565,0.193,0.541,98.122,208693.0,4,10,12.248624343250967,0.0014289785236914572
11663,Little Walter,Juke,50.0,0.566,0.657,4.0,-10.33,1,0.0693,0.751,0.896,0.156,0.643,145.359,164893.0,4,2,12.01305812219742,0.5601870533037149
11664,A Tribe Called Quest,Electric Relaxation,67.0,0.866,0.534,11.0,-9.201,1,0.229,0.184,0.266,0.0929,0.841,98.243,226133.0,4,5,12.328883022900582,0.16889853646181394
11665,Billy Price,Going to the Shack,9.0,0.774,0.696,8.0,-5.297,1,0.0585,0.479,0.000533,0.199,0.877,110.956,255693.0,4,2,12.451736696005925,0.3913661837286628
11666,PIG,Prey & Obey,38.0,0.543,0.937,1.0,-4.608,1,0.073,0.000206,0.0301,0.112,0.626,124.056,286975.0,4,8,12.567153867551722,0.0002059787849134885
11667,"Atif Aslam, Tulsi Kumar",Paniyon Sa,54.0,0.523,0.768,Unknown,-4.953,0,0.0566,0.447,0.000226,0.0833,0.669,75.03,3.937333333,4,3,1.5968253743157437,0.3694924476493468
11668,Matteo Vallicelli,Dietrofront,38.0,0.421,0.612,9.0,-8.864,0,0.0286,0.44,0.929,0.0996,0.167,159.993,377533.0,4,6,12.841415909840663,0.3646431135879093
11669,Death From Above 1979,One + One,49.0,0.508,0.797,8.0,-8.07,1,0.123,0.000457,0.0539,0.095,0.516,149.969,226296.0,4,10,12.329603574794914,0.00045689560730376383
11670,The Yardbirds,Shapes Of Things,44.0,0.432,0.823,Unknown,-9.216,1,0.116,0.249,0.00572,0.0953,0.381,132.21,145960.0,4,10,11.891094741719023,0.22234323114344062
11671,Kishore Kumar,Sara Zamana - Yaarana / Soundtrack Version,28.0,0.409,0.825,8.0,-9.606,1,0.0743,0.882,0.00179,0.207,0.576,137.967,4.441116667,4,3,1.693984309472033,0.6323350411631878
11672,YoungBoy Never Broke Again,Toxic Punk,69.0,0.633,0.534,1.0,-8.605,1,0.229,0.0524,0.000101,0.189,0.29,155.111,123871.0,4,5,11.727004053377375,0.05107327018400062
11673,The Contortionist,Clairvoyant,42.0,0.295,0.772,7.0,-5.937,1,0.0448,2.84e-05,0.736,0.123,0.0407,89.942,457227.0,4,8,13.032937451372264,2.839959672763527e-05
11674,Shift K3Y,Love Line (with Tinashe),66.0,0.726,0.897,Unknown,-3.534,1,0.0353,0.0257,0.0187,0.126,0.715,120.494,165095.0,4,9,12.01428240187396,0.025375306331228243
11675,Foals,Like Lightning,49.0,0.552,0.779,Unknown,-4.151,1,0.0364,0.0419,0.000222,0.364,0.541,100.28,214446.0,4,6,12.275817900572287,0.04104596943600097
11676,The Ataris,The Boys of Summer,67.0,0.251,0.954,6.0,-2.879,1,0.0691,0.000674,0.000132,0.0975,0.264,191.059,258000.0,4,9,12.460718739865236,0.0006737729640091108
11677,Marillion,Forgotten Sons - 1997 Remaster,36.0,0.352,0.656,2.0,-9.05,0,0.114,0.000865,0.00259,0.184,0.498,142.976,503307.0,4,10,13.128957587730516,0.0008646261030983449
11678,Asynje,Vindr,37.0,0.244,0.371,5.0,-13.817,1,0.0444,0.857,0.0134,0.0644,0.0789,97.799,318213.0,3,8,12.67047939140382,0.6189622823705687
11679,Ministri,Peggio Di Niente,37.0,0.235,0.989,9.0,-4.702,1,0.0971,0.000405,0.001565,0.0757,0.26,104.035,175707.0,4,10,12.076578805295718,0.0004049180096366511
11680,Primal Scream,Movin' on Up,63.0,0.523,0.76,5.0,-12.437,1,0.0325,0.103,0.00068,0.0666,0.581,94.267,228267.0,4,10,12.338275656245996,0.09803374027136541
11681,Gang Of Four,At Home He's a Tourist,38.0,0.65,0.518,Unknown,-9.069,1,0.301,0.00721,0.13,0.0969,0.603,138.822,210867.0,4,1,12.258987624276555,0.0071841322134071845
11682,The Rolling Stones,Wild Horses - 2009 Mix,70.0,0.432,0.389,7.0,-6.517,1,0.0255,0.687,0.0107,0.0788,0.158,139.506,5.69621667,4,10,1.9015426907879147,0.5229518035638313
11683,The Rolling Stones,Street Fighting Man,57.0,0.583,0.855,Unknown,-7.213,1,0.0333,0.1,0.0177,0.262,0.69,128.178,195147.0,4,10,12.18151352402947,0.09531017980432487
