Id,MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,MasVnrType,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SalePrice,SalePrice_log,GrLivArea_log,TotalBsmtSF_log,LotArea_log,HouseAge,RemodAge,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Foundation_CBlock,Foundation_PConc,Foundation_Stone,Foundation_Wood,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf,CentralAir_Y,TotalSF,OverallQual_GrLivArea,BathPerRoom,GarageQuality,FireplacesPerSF,FrontageRatio
1279,60,75.0,9473,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,8,5,2002,2002,CompShg,None,0.0,3.0,TA,Gd,TA,No,GLQ,804,Unf,0,324,1128,GasA,4.0,SBrkr,0.03515470555032293,903,0,2031,1,0,2,1,3,1,3.0,7,Typ,1,Gd,2002.0,2,0.6357152565906011,TA,TA,Y,0,211,0,0,0,0,None,None,None,0,3,2008,237000,12.37581963951765,7.616775808698373,7.029087564149662,9.156306483483696,6,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,2031.0351547055502,16248,0.375,0.0003128519963536423,0.000492117470351985,0.007916402786573781
1280,50,60.0,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,4,4,1920,1950,CompShg,None,0.0,2.0,Gd,TA,TA,No,Unf,0,Unf,0,698,698,GasA,2.0,FuseA,-1.3805398687388173,430,0,1128,0,0,1,0,2,1,2.0,6,Typ,0,None,1980.0,2,0.38141899463371126,TA,TA,Y,30,0,164,0,0,0,None,None,None,0,4,2010,68400,11.133142723386813,7.029087564149662,6.54965074223381,8.922791623969637,90,60,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,1126.6194601312613,4512,0.14285714285714285,0.0003378379049014272,0.0,0.007998933475536596
1281,20,67.0,9808,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,7,5,2002,2002,CompShg,BrkFace,110.0,3.0,TA,Gd,TA,No,GLQ,788,Unf,0,785,1573,GasA,4.0,SBrkr,1.50023397429141,0,0,1573,1,0,2,0,3,1,3.0,6,Typ,0,None,2002.0,2,0.4644545087420835,TA,TA,Y,0,72,0,0,0,0,None,None,None,0,3,2009,227000,12.33270970174018,7.3613754289773485,7.3613754289773485,9.191055610564316,7,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1574.5002339742914,11011,0.2857142857142857,0.00029507910339395395,0.0,0.0068304618207768375
1282,20,50.0,8049,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,7,5,1990,1990,CompShg,BrkFace,54.0,2.0,TA,Gd,TA,No,ALQ,1053,Unf,0,256,1309,GasA,2.0,SBrkr,0.7298327408410407,0,0,1339,1,0,2,0,2,1,2.0,6,Typ,1,TA,1990.0,2,0.15307133083568764,Gd,Gd,Y,0,58,0,0,90,0,None,None,None,0,7,2006,180000,12.100717685412471,7.200424892944957,7.177782416195197,8.99342737041261,16,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,1309.729832740841,9373,0.2857142857142857,0.00011423233644454302,0.0007629337297594882,0.006211180124223602
1283,20,61.0,8800,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,5,7,1977,2008,CompShg,None,0.0,2.0,TA,Gd,TA,Mn,LwQ,532,Rec,144,364,1040,GasA,2.0,SBrkr,-0.25456883523443136,0,0,1040,0,0,2,0,3,1,3.0,5,Typ,0,None,1977.0,2,0.15307133083568764,TA,TA,Y,0,0,0,0,288,0,None,None,None,0,9,2009,150500,11.921725007667265,6.947937068614969,6.947937068614969,9.082620630373812,32,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,1039.7454311647655,5200,0.3333333333333333,0.00014704258485656835,0.0,0.0069310305647085554
1284,90,94.0,9400,Pave,None,Reg,Low,AllPub,Corner,Gtl,Norm,Norm,6,5,1971,1971,CompShg,None,0.0,2.0,TA,TA,TA,Av,Unf,0,Unf,0,912,912,GasA,2.0,SBrkr,-0.6759848945577104,912,0,1824,0,0,2,2,4,2,2.0,8,Typ,0,None,1975.1022222222225,0,-2.358752970942572,None,None,Y,128,0,0,0,0,0,None,None,None,0,4,2010,139000,11.842236406331555,7.509335266016592,6.816735880594968,9.148571345578551,39,39,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,1823.3240151054424,10944,0.4444444444444444,-0.0012924673813383956,0.0,0.009998936283374109
1285,50,50.0,9638,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,6,7,1919,1990,CompShg,None,0.0,2.0,TA,TA,TA,No,Unf,0,Unf,0,804,804,GasA,4.0,SBrkr,1.9150654076877627,748,0,2447,0,0,2,0,4,1,3.0,10,Min2,1,Gd,1969.0,1,-0.6150071746667554,TA,TA,Y,272,0,42,0,116,0,None,None,None,0,3,2010,169000,12.037659911047468,7.803026643632217,6.690842277418564,9.173572647783969,91,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,1553.9150654076877,14682,0.18181818181818182,-0.00025122842102400135,0.000643121944244464,0.005187260089220874
1286,50,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,6,6,1939,1950,CompShg,None,0.0,2.0,Fa,TA,TA,No,Unf,0,Unf,0,780,780,GasA,4.0,FuseF,-0.9624161223790015,587,0,1412,0,0,1,0,4,1,2.0,6,Typ,1,Gd,1939.0,1,-0.9056314740460581,TA,TA,Y,45,0,0,0,0,0,None,None,None,0,5,2009,132500,11.794345471549745,7.253470382684528,6.660575149839686,8.699681400989514,70,59,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,1366.037583877621,8472,0.14285714285714285,-0.0006409281486525535,0.0007315087835138271,0.008331944675887352
1287,20,78.15333333333334,9790,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,6,5,1963,1963,CompShg,BrkFace,451.0,2.0,TA,TA,TA,No,ALQ,569,Rec,81,678,1328,GasA,2.0,SBrkr,0.6936172982429464,0,0,1328,1,0,1,1,3,1,2.0,6,Typ,2,Gd,1963.0,2,0.38141899463371126,TA,TA,Y,0,26,0,0,0,0,None,None,None,0,6,2010,143000,11.870606902224587,7.192182058713246,7.192182058713246,9.189218875354072,47,47,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,1328.693617298243,7968,0.2857142857142857,0.00028699698618036965,0.001504105888741294,0.007982160487522556
1288,20,79.09333333333333,36500,Pave,None,IR1,Low,AllPub,Inside,Mod,Norm,Norm,5,5,1964,1964,CompShg,BrkCmn,621.0,2.0,Gd,TA,TA,Av,Rec,812,Unf,0,812,1624,GasA,1.0,SBrkr,1.529864790962578,0,0,1582,0,1,2,0,4,1,2.0,7,Typ,0,None,1964.0,2,-0.33476231455099914,TA,TA,N,168,198,0,0,0,0,None,None,None,0,6,2006,190000,12.154784614286667,7.367077059881012,7.393263094763838,10.505094936455558,42,42,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,1625.5298647909626,7910,0.25,-0.00021147335094819908,0.0,0.0021668812726591967
1289,120,40.0,5664,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,8,5,2000,2000,CompShg,None,0.0,3.0,TA,Gd,TA,No,GLQ,1158,Unf,0,343,1501,GasA,4.0,SBrkr,1.783372889149238,0,0,1659,1,0,2,0,2,1,4.0,5,Typ,1,Ex,2000.0,2,0.23091712531228661,TA,TA,Y,212,59,0,0,0,0,None,None,None,0,10,2009,278000,12.535379989788607,7.414572881350589,7.31455283232408,8.642062173462106,9,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,1502.7833728891492,13272,0.3333333333333333,0.00013910670199535337,0.0006649893980931219,0.00706090026478376
1290,60,86.0,11065,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,8,5,2006,2006,CompShg,Stone,788.0,3.0,TA,Gd,TA,Mn,Unf,0,Unf,0,1085,1085,GasA,4.0,SBrkr,0.008816201842617988,850,0,1970,0,0,2,1,3,1,4.0,8,Typ,1,Gd,2006.0,3,1.5491059117826955,TA,TA,Y,177,74,0,0,0,0,None,None,None,0,10,2006,281000,12.546113507028412,7.58629630715272,6.990256500493881,9.311632623458054,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,1935.0088162018426,15760,0.3333333333333333,0.000785949219575188,0.0005165265734491071,0.007771552503162841
1291,80,77.66666666666667,14112,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,5,7,1964,1964,CompShg,BrkFace,86.0,2.0,TA,TA,TA,Av,GLQ,1014,Unf,0,138,1152,GasA,2.0,SBrkr,0.11417021667343773,0,0,1152,1,0,1,0,3,1,2.0,6,Typ,1,Gd,1964.0,2,0.15307133083568764,TA,TA,Y,227,0,0,0,0,0,None,None,None,0,4,2010,180500,12.103491596905931,7.050122520269059,7.050122520269059,9.554851637414007,46,46,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1152.1141702166735,5760,0.14285714285714285,0.00013275917678723994,0.0008672168167113037,0.0055032003590070626
1293,70,60.0,6600,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,5,4,1892,1965,CompShg,None,0.0,2.0,TA,TA,TA,No,Unf,0,Unf,0,994,994,GasA,2.0,SBrkr,0.8582329464161021,994,0,2372,0,0,2,0,4,2,2.0,11,Min2,0,None,1985.0,1,-0.11679409001652206,TA,TA,Y,0,287,0,0,0,0,None,None,None,0,12,2009,107500,11.58525542883217,7.771910256435763,6.902742737158593,8.79497643168877,117,44,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,1988.8582329464161,11860,0.16666666666666666,-4.9217905611682284e-05,0.0,0.00908953188910771
1294,60,78.0,10140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,7,5,1976,1976,CompShg,None,0.0,2.0,TA,Gd,TA,No,GLQ,194,Unf,0,638,832,GasA,2.0,SBrkr,-0.9393699316347597,832,0,1664,0,0,2,1,4,1,2.0,8,Typ,1,TA,1976.0,2,0.38141899463371126,TA,TA,Y,0,28,0,0,259,0,None,GdWo,None,0,3,2006,162900,12.000897933306716,7.417580402414544,6.725033642166843,9.224341891611996,30,30,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1663.0606300683653,11648,0.3333333333333333,0.00022908047725748423,0.0006009396424209114,0.007691549156887881
1295,20,60.0,8172,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,5,7,1955,1990,CompShg,None,0.0,2.0,TA,TA,TA,No,Rec,167,Unf,0,697,864,GasA,2.0,SBrkr,-0.8340159168039399,0,0,864,1,0,1,0,2,1,2.0,5,Typ,0,None,1957.0,2,0.6097666584317348,TA,TA,N,0,0,0,0,0,0,None,None,None,0,4,2006,115000,11.652696102959753,6.762729506931879,6.762729506931879,9.00859131751613,51,16,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,863.165984083196,4320,0.16666666666666666,0.0007049325531002714,0.0,0.007341245564664138
1296,20,70.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,5,5,1968,1968,CompShg,BrkFace,168.0,2.0,TA,TA,TA,Av,BLQ,1016,Unf,0,36,1052,GasA,3.0,SBrkr,-0.21506107967287397,0,0,1052,1,0,1,1,3,1,2.0,5,Typ,0,None,1968.0,1,-0.8641137169918721,TA,TA,Y,356,0,0,0,0,0,None,GdWo,None,0,11,2006,138500,11.83863282480007,6.959398512133975,6.959398512133975,9.036106025364846,38,38,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1051.784938920327,5260,0.3333333333333333,-0.0008206208138574284,0.0,0.008332341387930008
1297,20,80.0,8700,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,5,6,1963,1963,CompShg,BrkFace,148.0,2.0,Gd,TA,TA,Mn,ALQ,776,Unf,0,344,1120,GasA,3.0,SBrkr,0.03515470555032293,0,0,1128,1,0,2,0,3,1,2.0,6,Typ,0,None,1963.0,2,0.36584983573839147,TA,TA,Y,192,20,123,0,0,0,None,MnPrv,None,0,12,2008,155000,11.951186847493476,7.029087564149662,7.02197642307216,9.071193240566025,45,45,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1120.0351547055502,5640,0.2857142857142857,0.00032404768444498804,0.0,0.009194345477531318
1298,180,35.0,3675,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,6,5,2005,2006,CompShg,BrkFace,82.0,2.0,TA,Gd,TA,Gd,GLQ,547,Unf,0,0,547,GasA,3.0,SBrkr,-0.14921482040361161,0,0,1072,1,0,2,0,2,1,2.0,5,Typ,0,None,2005.0,2,0.36584983573839147,TA,TA,Y,0,44,0,0,0,0,None,None,None,0,6,2006,140000,11.849404844423074,6.9782137426306985,6.306275286948016,8.209580483475577,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,546.8507851795964,6432,0.3333333333333333,0.000340959772356376,0.0,0.009521218715995648
1300,20,75.0,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,5,7,1959,1994,CompShg,None,0.0,2.0,TA,TA,TA,No,LwQ,340,Rec,906,0,1246,GasA,4.0,SBrkr,0.42364763523897075,0,0,1246,1,0,1,1,3,1,3.0,6,Typ,0,None,1959.0,1,-0.7758884832517265,TA,TA,Y,218,0,0,0,0,0,None,GdPrv,None,0,5,2010,154000,11.944714374881176,7.1284959456800365,7.1284959456800365,8.922791623969637,51,16,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1246.423647635239,6230,0.2857142857142857,-0.0006222040763847046,0.0,0.009998666844420743
1301,60,75.46,10762,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,7,5,1999,1999,CompShg,None,344.0,3.0,TA,Gd,TA,No,GLQ,694,Unf,0,284,978,GasA,4.0,SBrkr,-0.3697997889556405,978,0,1983,0,0,2,1,3,1,3.0,9,Typ,1,TA,1999.0,2,0.18420964862632724,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2009,225000,12.323860125621126,7.592870287844818,6.88653164253051,9.283869605264298,10,10,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,1955.6302002110442,13881,0.3,9.284760515439881e-05,0.000511082778898199,0.007011056396915357
1302,70,58.68666666666667,7500,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,Norm,Norm,6,7,1942,1950,CompShg,None,0.0,2.0,TA,TA,TA,No,BLQ,547,Unf,0,224,771,GasA,1.0,SBrkr,-1.1994626557483459,741,0,1494,0,0,1,0,3,1,3.0,7,Typ,2,Gd,1942.0,1,-1.253342689374867,TA,TA,P,0,0,0,0,224,0,None,None,None,0,11,2009,177500,12.086731521684555,7.3098814858247865,6.648984550024776,8.922791623969637,67,59,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,1510.8005373442516,8964,0.125,-0.0008383563139631217,0.0013229258427923027,0.007823845709460962
1303,60,92.0,10120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,8,5,1994,1994,CompShg,BrkFace,391.0,3.0,TA,Gd,TA,No,GLQ,740,Unf,0,425,1165,GasA,4.0,SBrkr,0.2820781778100567,1323,0,2526,1,0,2,1,4,1,3.0,8,Typ,1,TA,1994.0,3,2.0213703982740627,TA,TA,Y,309,78,0,0,0,0,None,None,None,0,12,2006,290000,12.577639650232573,7.834788107388194,7.061334366910438,9.222367752188902,12,12,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,2488.28207817781,20208,0.3333333333333333,0.0007999091405912397,0.00040172225107249165,0.009090010868491255
1304,20,73.0,8688,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,7,5,2005,2005,CompShg,BrkFace,228.0,3.0,TA,Gd,TA,Av,Unf,0,Unf,0,1616,1616,GasA,4.0,SBrkr,1.641803431720324,0,0,1616,0,0,2,0,3,1,3.0,7,Typ,0,None,2005.0,3,1.96947320195633,TA,TA,Y,208,59,0,0,0,0,None,None,None,0,4,2006,232000,12.354496960983985,7.388327859577107,7.388327859577107,9.069813136839207,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1617.6418034317203,11312,0.25,0.0012179797167324242,0.0,0.00840142709172517
